ra,ano_pesquisa,fase,turma,genero,idade,ano_ingresso,instituicao_ensino,pedra,inde,iaa,ieg,ips,ipp,ida,ipv,ian,nota_mat,nota_por,nota_ing,indicado_bolsa,atingiu_pv,fase_ideal,defasagem,rec_psicologia,cg,cf,ct,n_avaliacoes,destaque_ieg,destaque_ida,destaque_ipv,fase_norm,fase_ord,pedra_ord
RA-861,2023,ALFA,ALFA A - G0/G1,Feminino,8.0,2023,Pública,Topázio,9.31095,9.5,10.0,8.13,8.4375,9.6,8.92,10.0,9.8,9.4,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-862,2023,ALFA,ALFA A - G0/G1,Masculino,9.0,2023,Pública,Topázio,8.2212,8.5,9.1,8.14,7.5,8.9,8.585,5.0,8.5,9.2,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-863,2023,ALFA,ALFA A - G0/G1,Masculino,7.0,2023,Pública,Quartzo,5.92975,0.0,7.6,3.14,5.9375,6.3,6.26,10.0,7.0,5.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,1.0
RA-864,2023,ALFA,ALFA A - G0/G1,Feminino,,2023,Pública,Ametista,7.034,0.0,7.6,8.14,7.5,6.3,8.5,10.0,7.0,5.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-865,2023,ALFA,ALFA A - G0/G1,Masculino,8.0,2023,Pública,Topázio,8.1552,8.5,8.7,7.52,7.5,7.4,7.915,10.0,7.3,7.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-866,2023,ALFA,ALFA A - G0/G1,Feminino,,2023,Pública,Ametista,7.679,0.0,8.3,8.76,7.5,8.6,8.415,10.0,8.2,8.9,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-867,2023,ALFA,ALFA A - G0/G1,Masculino,8.0,2023,Pública,Topázio,8.6992,9.0,8.6,8.76,7.5,8.9,8.415,10.0,8.7,9.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-868,2023,ALFA,ALFA A - G0/G1,Masculino,,2023,Pública,Topázio,8.63895,10.0,9.5,8.76,7.1875,7.1,8.67,10.0,7.8,6.3,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-869,2023,ALFA,ALFA A - G0/G1,Feminino,8.0,2023,Pública,Topázio,9.2587,9.0,10.0,8.76,8.125,9.6,8.75,10.0,9.8,9.4,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-870,2023,ALFA,ALFA A - G0/G1,Feminino,9.0,2023,Pública,Quartzo,4.909,0.0,8.5,8.76,5.0,1.5,5.165,5.0,2.0,1.0,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,1.0
RA-871,2023,ALFA,ALFA B - G2/G3,Masculino,9.0,2023,Pública,Ágata,6.8617,9.0,9.5,3.76,4.375,6.9,6.84,5.0,6.8,7.0,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,2.0
RA-872,2023,ALFA,ALFA B - G2/G3,Feminino,10.0,2023,Pública,Quartzo,5.267,0.0,6.7,2.52,6.25,4.3,8.5,5.0,5.5,3.0,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,1.0
RA-873,2023,ALFA,ALFA B - G2/G3,Feminino,,2023,Pública,Ametista,7.8012,8.5,9.7,7.52,6.25,7.0,8.67,5.0,7.2,6.8,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-874,2023,ALFA,ALFA B - G2/G3,Masculino,9.0,2023,Pública,Quartzo,5.811,0.0,8.2,7.52,6.25,4.8,6.67,5.0,6.3,3.3,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,1.0
RA-875,2023,ALFA,ALFA B - G2/G3,Masculino,9.0,2023,Pública,Topázio,8.2712,9.5,9.5,7.52,7.5,7.3,9.845,5.0,7.0,7.5,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-876,2023,ALFA,ALFA B - G2/G3,Masculino,,2023,Pública,Topázio,8.6492,10.0,9.4,7.52,7.5,7.5,8.835,10.0,7.3,7.7,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-877,2023,ALFA,ALFA B - G2/G3,Masculino,9.0,2023,Pública,Ametista,7.4722,9.5,9.5,7.52,5.0,6.9,7.5,5.0,7.5,6.2,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-878,2023,ALFA,ALFA B - G2/G3,Masculino,10.0,2023,Pública,Ágata,6.24,0.0,9.5,2.52,5.0,8.1,7.34,5.0,8.0,8.2,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-879,2023,ALFA,ALFA B - G2/G3,Feminino,,2023,Pública,Ágata,6.8225,0.0,9.8,2.52,6.875,8.2,8.915,5.0,8.2,8.2,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,2.0
RA-880,2023,ALFA,ALFA B - G2/G3,Feminino,7.0,2023,Pública,Ágata,6.724,0.0,9.4,2.52,6.25,6.3,8.585,10.0,6.3,6.2,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,2.0
RA-881,2023,ALFA,ALFA B - G2/G3,Masculino,8.0,2023,Pública,Ametista,7.7322,10.0,8.9,7.52,5.0,7.3,6.25,10.0,7.5,7.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-882,2023,ALFA,ALFA C - G0/G1,Feminino,8.0,2023,Pública,Ágata,6.0092,9.0,8.6,2.52,3.75,4.7,4.16,10.0,4.8,4.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,2.0
RA-883,2023,ALFA,ALFA C - G0/G1,Feminino,,2023,Pública,Topázio,8.5082,9.5,9.7,6.89,6.25,8.4,8.17,10.0,8.0,8.7,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-884,2023,ALFA,ALFA C - G0/G1,Feminino,,2023,Pública,Topázio,8.4587,9.0,9.7,4.39,6.875,8.8,8.66,10.0,8.4,9.2,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-885,2023,ALFA,ALFA C - G0/G1,Masculino,7.0,2023,Pública,Topázio,8.8252,9.0,9.8,7.52,7.5,8.7,8.665,10.0,8.5,8.8,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-886,2023,ALFA,ALFA C - G0/G1,Feminino,,2023,Pública,Topázio,8.6422,8.5,9.4,7.52,7.5,8.1,9.0,10.0,7.6,8.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-887,2023,ALFA,ALFA C - G0/G1,Masculino,8.0,2023,Pública,Topázio,8.6718,8.9,8.9,7.52,7.5,8.4,9.09,10.0,7.8,9.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-888,2023,ALFA,ALFA C - G0/G1,Masculino,,2023,Pública,Topázio,8.9182,9.0,10.0,7.52,7.5,8.8,8.83,10.0,8.2,9.3,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-889,2023,ALFA,ALFA C - G0/G1,Masculino,,2023,Pública,Topázio,8.8092,8.5,9.5,6.89,7.5,9.1,9.0,10.0,8.7,9.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-890,2023,ALFA,ALFA C - G0/G1,Masculino,8.0,2023,Pública,Ágata,6.989,0.0,9.1,2.52,6.25,8.3,8.16,10.0,8.0,8.6,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,2.0
RA-891,2023,ALFA,ALFA C - G0/G1,Feminino,,2023,Pública,Ametista,7.8882,9.5,9.5,6.89,7.5,7.5,7.995,5.0,6.2,8.8,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-684,2023,ALFA,ALFA D - G2/G3,Masculino,8.0,2022,Privada,Ametista,7.4277,9.0,8.1,7.52,6.875,6.5,5.84,10.0,8.3,4.7,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-892,2023,ALFA,ALFA D - G2/G3,Masculino,8.0,2023,Pública,Topázio,8.8112,8.0,9.6,6.89,7.5,8.3,10.01,10.0,8.5,8.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-857,2023,ALFA,ALFA D - G2/G3,Feminino,9.0,2022,Pública,Topázio,8.1442,8.5,9.0,7.52,7.5,8.5,9.01,5.0,8.7,8.2,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-893,2023,ALFA,ALFA D - G2/G3,Masculino,,2023,Pública,Topázio,8.8042,9.5,10.0,7.52,7.5,9.3,10.01,5.0,9.5,9.0,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-894,2023,ALFA,ALFA D - G2/G3,Feminino,9.0,2023,Pública,Topázio,8.8142,9.5,9.9,7.52,7.5,9.4,10.01,5.0,9.3,9.5,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-690,2023,ALFA,ALFA D - G2/G3,Feminino,,2022,Pública,Topázio,8.6112,9.0,9.8,6.89,7.5,9.1,10.01,5.0,9.3,8.8,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,4.0
RA-895,2023,ALFA,ALFA D - G2/G3,Feminino,8.0,2023,Pública,Topázio,8.5397,9.5,9.5,7.52,6.875,6.8,9.5,10.0,6.8,6.7,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-896,2023,ALFA,ALFA D - G2/G3,Masculino,7.0,2023,Pública,Topázio,9.0912,9.5,10.0,6.89,7.5,8.5,10.01,10.0,9.0,8.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-693,2023,ALFA,ALFA D - G2/G3,Feminino,,2022,Pública,Topázio,9.0112,10.0,9.4,6.89,7.5,8.5,10.01,10.0,8.2,8.7,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-675,2023,ALFA,ALFA D - G2/G3,Masculino,,2022,Pública,Topázio,8.3577,10.0,8.0,7.52,6.875,8.3,8.34,10.0,8.5,8.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-850,2023,ALFA,ALFA D - G2/G3,Masculino,9.0,2022,Pública,Ágata,6.06525,0.0,7.9,6.26,6.5625,7.3,6.265,5.0,6.8,7.7,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,2.0
RA-897,2023,ALFA,ALFA D - G2/G3,Masculino,,2023,Pública,Quartzo,5.48225,0.0,8.1,7.52,6.5625,6.5,3.32,5.0,7.2,5.7,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,1.0
RA-842,2023,ALFA,ALFA E - G2/G3,Feminino,9.0,2022,Pública,Ametista,7.2117,9.0,8.5,3.77,5.625,7.9,8.01,5.0,8.2,7.5,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-898,2023,ALFA,ALFA E - G2/G3,Masculino,,2023,Pública,Topázio,8.4217,9.0,9.8,3.77,8.125,9.4,10.01,5.0,9.7,9.0,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-899,2023,ALFA,ALFA E - G2/G3,Masculino,8.0,2023,Pública,Topázio,8.8452,10.0,9.8,3.77,7.5,9.5,9.34,10.0,9.3,9.6,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-900,2023,ALFA,ALFA E - G2/G3,Feminino,8.0,2023,Pública,Topázio,8.8947,9.0,9.8,9.38,8.125,7.8,8.67,10.0,8.0,7.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-846,2023,ALFA,ALFA E - G2/G3,Feminino,8.0,2022,Pública,Ametista,7.4637,9.5,8.2,3.77,5.625,6.0,8.67,10.0,6.3,5.7,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-901,2023,ALFA,ALFA E - G2/G3,Masculino,10.0,2023,Pública,Ametista,7.3112,8.5,8.7,3.77,6.25,7.5,8.595,5.0,7.7,7.3,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-743,2023,ALFA,ALFA E - G2/G3,Feminino,10.0,2022,Pública,Ágata,6.659,0.0,9.1,3.77,7.5,7.1,9.01,5.0,7.3,6.8,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-681,2023,ALFA,ALFA E - G2/G3,Masculino,10.0,2022,Pública,Ágata,6.2955,0.0,7.8,3.77,5.625,8.3,8.18,5.0,8.8,7.8,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-902,2023,ALFA,ALFA E - G2/G3,Masculino,12.0,2023,Pública,Quartzo,5.97345,10.0,9.3,2.52,5.3125,3.9,6.5,2.5,4.5,3.3,,,,Fase 3 (7° e 8° ano),-3,,,,,2.0,,,,ALFA,0.0,1.0
RA-903,2023,ALFA,ALFA E - G2/G3,Feminino,,2023,Pública,Topázio,8.5242,10.0,9.6,5.02,7.5,7.8,9.01,10.0,7.7,7.8,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-851,2023,ALFA,ALFA E - G2/G3,Masculino,,2022,Pública,Ágata,6.1683,8.4,7.5,2.52,5.625,6.6,6.01,5.0,6.8,6.3,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,2.0
RA-847,2023,ALFA,ALFA E - G2/G3,Masculino,10.0,2022,Pública,Ágata,6.5418,7.9,9.1,2.52,5.0,7.6,5.84,5.0,7.5,7.6,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-904,2023,ALFA,ALFA F - G0/G1,Feminino,,2023,Pública,Topázio,8.140783333,9.0,9.3,7.52,7.8125,6.4,7.836666667,10.0,6.0,6.8,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-858,2023,ALFA,ALFA F - G0/G1,Masculino,,2022,Pública,Ametista,7.248833333,0.0,8.1,3.77,8.125,9.3,7.946666667,10.0,9.3,9.2,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-905,2023,ALFA,ALFA F - G0/G1,Masculino,9.0,2023,Pública,Ametista,7.831033333,9.5,9.4,7.52,6.875,8.3,7.056666667,5.0,7.5,9.0,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-702,2023,ALFA,ALFA F - G0/G1,Feminino,,2022,Pública,Topázio,8.239866667,10.0,10.0,5.63,7.5,9.3,7.833333333,5.0,9.3,9.3,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-725,2023,ALFA,ALFA F - G0/G1,Masculino,9.0,2022,Pública,Topázio,8.117366667,9.5,9.0,7.52,8.125,8.4,8.113333333,5.0,8.1,8.7,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-906,2023,ALFA,ALFA F - G0/G1,Masculino,,2023,Pública,Topázio,8.1922,7.5,9.2,7.52,7.5,8.6,6.95,10.0,7.7,9.4,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-907,2023,ALFA,ALFA F - G0/G1,Feminino,8.0,2023,Privada,Topázio,8.962033333,9.5,9.6,7.52,8.125,9.3,8.336666667,10.0,9.2,9.4,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-908,2023,ALFA,ALFA F - G0/G1,Feminino,,2023,Pública,Topázio,8.479366667,9.0,9.0,7.52,8.125,7.9,8.223333333,10.0,6.7,9.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-909,2023,ALFA,ALFA F - G0/G1,Feminino,10.0,2023,Pública,Topázio,8.486033333,10.0,9.9,7.52,8.125,9.2,8.056666667,5.0,9.1,9.2,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,4.0
RA-708,2023,ALFA,ALFA F - G0/G1,Masculino,9.0,2022,Pública,Ametista,7.5105,0.0,9.8,7.52,8.125,9.2,8.28,5.0,8.8,9.5,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-910,2023,ALFA,ALFA F - G0/G1,Masculino,8.0,2023,Pública,Ametista,7.801,0.0,8.8,7.52,8.75,8.9,8.17,10.0,8.8,9.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-671,2023,ALFA,ALFA G - G2/G3,Masculino,,2021,Pública,Ágata,6.5143,7.9,8.3,3.14,5.625,7.8,5.68,5.0,8.0,7.5,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-836,2023,ALFA,ALFA G - G2/G3,Masculino,,2022,Pública,Ametista,7.6417,9.5,9.6,6.27,6.875,6.7,8.085,5.0,6.7,6.7,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-911,2023,ALFA,ALFA G - G2/G3,Masculino,11.0,2023,Pública,Quartzo,5.59545,9.0,6.7,2.52,5.3125,3.4,7.01,5.0,3.7,3.0,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,1.0
RA-860,2023,ALFA,ALFA G - G2/G3,Masculino,,2022,Pública,Topázio,8.2372,7.0,9.8,6.89,7.5,7.4,8.34,10.0,7.2,7.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-727,2023,ALFA,ALFA G - G2/G3,Masculino,,2022,Pública,Ametista,7.6802,9.5,8.8,2.52,7.5,8.0,9.34,5.0,8.3,7.7,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-739,2023,ALFA,ALFA G - G2/G3,Masculino,9.0,2022,Pública,Ametista,7.5972,9.0,8.3,7.52,6.25,7.6,8.25,5.0,7.3,7.8,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-740,2023,ALFA,ALFA G - G2/G3,Feminino,10.0,2022,Privada,Ametista,7.2845,0.0,8.7,7.52,6.875,9.1,8.925,5.0,9.0,9.2,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-912,2023,ALFA,ALFA G - G2/G3,Feminino,9.0,2023,Pública,Ametista,7.0797,7.0,9.4,7.52,5.625,6.3,7.175,5.0,6.2,6.3,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-706,2023,ALFA,ALFA G - G2/G3,Feminino,,2021,Pública,Ametista,7.1527,9.0,7.8,4.39,6.875,7.3,8.08,5.0,6.7,7.8,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-840,2023,ALFA,ALFA G - G2/G3,Masculino,,2022,Pública,Ametista,7.7862,9.5,9.0,4.38,7.5,8.2,8.59,5.0,8.3,8.0,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-841,2023,ALFA,ALFA G - G2/G3,Masculino,11.0,2022,Pública,Ágata,6.78,0.0,7.2,7.52,7.5,6.9,9.84,5.0,6.7,7.0,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-709,2023,ALFA,ALFA G - G2/G3,Feminino,11.0,2022,Pública,Ágata,6.6927,10.0,7.9,7.52,5.625,4.9,6.59,5.0,5.5,4.3,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-913,2023,ALFA,ALFA H - G0/G1,Feminino,,2023,Pública,Ametista,7.7432,8.0,8.5,6.89,6.25,7.9,9.245,5.0,9.5,6.3,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-726,2023,ALFA,ALFA H - G0/G1,Feminino,8.0,2022,Pública,Ametista,7.3687,10.0,6.1,7.52,5.625,6.0,8.17,10.0,6.2,5.8,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-914,2023,ALFA,ALFA H - G0/G1,Feminino,8.0,2023,Pública,Topázio,8.6912,10.0,9.2,7.52,6.25,8.7,8.67,10.0,9.0,8.4,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-915,2023,ALFA,ALFA H - G0/G1,Feminino,,2023,Pública,Topázio,8.5962,10.0,8.4,7.52,7.5,8.4,8.67,10.0,8.1,8.7,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-916,2023,ALFA,ALFA H - G0/G1,Feminino,9.0,2023,Pública,Ametista,7.3882,9.5,9.7,2.52,6.25,6.6,9.005,5.0,7.7,5.5,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-917,2023,ALFA,ALFA H - G0/G1,Feminino,7.0,2023,Pública,Quartzo,5.987,0.0,7.2,2.52,6.25,7.0,6.35,10.0,5.3,8.7,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,1.0
RA-918,2023,ALFA,ALFA H - G0/G1,Feminino,7.0,2023,Pública,Ametista,7.4967,10.0,8.7,2.52,5.625,7.7,7.01,10.0,7.1,8.3,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-919,2023,ALFA,ALFA H - G0/G1,Masculino,9.0,2023,Pública,Ágata,6.225,0.0,8.4,7.52,6.25,5.3,8.09,5.0,5.5,5.0,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,2.0
RA-920,2023,ALFA,ALFA H - G0/G1,Feminino,8.0,2023,Pública,Ágata,6.9647,9.0,6.3,7.52,5.625,6.1,6.35,10.0,6.0,6.2,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,2.0
RA-921,2023,ALFA,ALFA I - G2/G3,Feminino,7.0,2023,Pública,Ametista,7.7407,9.0,9.7,7.52,5.625,6.3,6.68,10.0,6.5,6.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-922,2023,ALFA,ALFA I - G2/G3,Feminino,,2023,Pública,Topázio,8.5262,8.5,9.7,3.14,7.5,8.4,10.01,10.0,8.5,8.2,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-715,2023,ALFA,ALFA I - G2/G3,Feminino,,2022,Pública,Quartzo,5.8915,0.0,9.5,3.14,5.625,5.4,7.675,5.0,4.5,6.3,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,1.0
RA-822,2023,ALFA,ALFA I - G2/G3,Masculino,,2022,Pública,Ágata,6.4497,8.5,8.4,2.52,5.625,7.1,5.925,5.0,8.0,6.2,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-923,2023,ALFA,ALFA I - G2/G3,Feminino,,2023,Pública,Topázio,8.8842,9.5,9.9,7.52,7.5,7.3,10.01,10.0,7.5,7.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-742,2023,ALFA,ALFA I - G2/G3,Feminino,10.0,2022,Pública,Ametista,7.024,0.0,7.6,7.52,7.5,7.5,10.01,5.0,6.2,8.8,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-924,2023,ALFA,ALFA I - G2/G3,Masculino,,2023,Pública,Ágata,6.5207,9.0,5.6,7.52,5.625,5.0,5.93,10.0,5.0,5.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,2.0
RA-925,2023,ALFA,ALFA I - G2/G3,Masculino,,2023,Pública,Ametista,7.1837,9.0,8.9,7.52,5.625,5.4,5.595,10.0,5.2,5.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-853,2023,ALFA,ALFA J - G2/G3,Feminino,9.0,2022,Pública,Ametista,7.8402,10.0,9.5,3.77,6.25,7.4,9.84,5.0,7.2,7.5,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-854,2023,ALFA,ALFA J - G2/G3,Feminino,,2022,Pública,Ágata,6.6415,0.0,9.5,3.77,5.625,6.0,8.01,10.0,7.5,4.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,2.0
RA-700,2023,ALFA,ALFA J - G2/G3,Feminino,9.0,2022,Pública,Topázio,8.2852,9.5,9.7,7.52,6.25,7.8,9.84,5.0,7.5,8.0,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-701,2023,ALFA,ALFA J - G2/G3,Masculino,,2021,Pública,Ametista,7.3982,9.5,9.9,3.77,6.25,7.2,7.68,5.0,7.3,7.0,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-856,2023,ALFA,ALFA J - G2/G3,Masculino,,2022,Pública,Ametista,7.3355,0.0,9.6,7.52,5.625,7.3,8.255,10.0,7.5,7.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-672,2023,ALFA,ALFA J - G2/G3,Feminino,10.0,2021,Pública,Ágata,6.5623,7.9,9.5,2.52,5.625,6.4,6.43,5.0,6.0,6.7,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-859,2023,ALFA,ALFA J - G2/G3,Feminino,8.0,2022,Pública,Topázio,8.6042,8.0,9.2,7.52,7.5,7.3,10.01,10.0,6.8,7.8,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-704,2023,ALFA,ALFA J - G2/G3,Masculino,,2022,Pública,Ágata,6.8297,10.0,9.9,3.14,5.625,6.1,6.265,5.0,6.5,5.7,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-741,2023,ALFA,ALFA J - G2/G3,Feminino,11.0,2022,Pública,Ágata,6.2707,9.5,6.9,4.39,5.625,5.1,7.095,5.0,4.2,6.0,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-719,2023,ALFA,ALFA J - G2/G3,Masculino,,2021,Pública,Ágata,6.4137,9.5,5.3,7.52,5.625,5.9,7.095,5.0,7.0,4.7,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
